word	sentid	corpuspos	markers	list_len	dist_len	wlen	surp	hs	dHs
paper	2	22	1	2	0	5	13.03036880493164	7.830326080322266	-5.786593198776245
,	2	23	1	2	0	1	0.66077721118927	2.8123364448547363	5.017989635467529
belief	2	24	1	2	0	6	11.3148775100708	7.805670738220215	-4.9933342933654785
,	2	25	1	2	0	1	0.45152580738067627	2.0781047344207764	5.7275660037994385
paper	2	26	1	2	0	5	12.684057235717773	8.140494346618652	-6.062389612197876
,	2	27	1	2	0	1	0.6495189070701599	2.798442840576172	5.3420515060424805
belief	2	28	1	2	0	6	11.08747386932373	8.002338409423828	-5.203895568847656
.	2	29	1	2	0	1	7.1021013259887695	2.1249094009399414	5.877429008483887
in	3	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	3	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	3	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	3	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	3	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	3	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	3	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	3	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	3	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	3	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
cabin	3	10	1	2	0	5	20.711278915405273	2.237673282623291	2.099885940551758
,	3	11	1	2	0	1	4.174274921417236	7.651059150695801	-5.41338586807251
doorway	3	12	1	2	0	7	19.509836196899414	8.398082733154297	-0.7470235824584961
,	3	13	1	2	0	1	0.7087682485580444	3.1625595092773438	5.235523223876953
cabin	3	14	1	2	0	5	13.938602447509766	7.1819376945495605	-4.019378185272217
,	3	15	1	2	0	1	1.1439300775527954	4.774532318115234	2.407405376434326
doorway	3	16	1	2	0	7	16.273826599121094	7.286374568939209	-2.5118422508239746
,	3	17	1	2	0	1	0.6840371489524841	2.931094169616699	4.35528039932251
cabin	3	18	1	2	0	5	12.065048217773438	6.724425792694092	-3.7933316230773926
,	3	19	1	2	0	1	1.0400125980377197	4.556860446929932	2.16756534576416
doorway	3	20	1	2	0	7	14.551130294799805	6.956989765167236	-2.4001293182373047
,	3	21	1	2	0	1	0.625422477722168	2.6188693046569824	4.338120460510254
cabin	3	22	1	2	0	5	11.252100944519043	6.531191825866699	-3.912322521209717
,	3	23	1	2	0	1	1.0396177768707275	4.66216516494751	1.8690266609191895
doorway	3	24	1	2	0	7	13.984668731689453	7.083741664886475	-2.421576499938965
,	3	25	1	2	0	1	0.579860270023346	2.432339906692505	4.65140175819397
cabin	3	26	1	2	0	5	10.949840545654297	6.456309795379639	-4.023969888687134
,	3	27	1	2	0	1	1.0519896745681763	4.749827861785889	1.70648193359375
doorway	3	28	1	2	0	7	13.776298522949219	7.184162616729736	-2.4343347549438477
.	3	29	1	2	0	1	8.697176933288574	2.3539743423461914	4.830188274383545
in	4	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	4	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	4	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	4	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	4	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	4	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	4	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	4	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	4	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	4	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
future	4	10	1	2	0	6	15.866628646850586	2.237673282623291	2.099885940551758
,	4	11	1	2	0	1	4.927866458892822	8.495315551757812	-6.2576422691345215
legend	4	12	1	2	0	6	15.053725242614746	7.46793270111084	1.0273828506469727
,	4	13	1	2	0	1	1.1503667831420898	3.8486084938049316	3.619324207305908
future	4	14	1	2	0	6	11.191312789916992	7.293676853179932	-3.445068359375
,	4	15	1	2	0	1	1.7945382595062256	6.375854969024658	0.9178218841552734
legend	4	16	1	2	0	6	9.670453071594238	7.961587429046631	-1.5857324600219727
,	4	17	1	2	0	1	1.1926581859588623	3.3008151054382324	4.660772323608398
future	4	18	1	2	0	6	11.026679992675781	7.499209403991699	-4.198394298553467
,	4	19	1	2	0	1	1.9588687419891357	6.910255432128906	0.588953971862793
legend	4	20	1	2	0	6	9.870505332946777	8.070396423339844	-1.1601409912109375
,	4	21	1	2	0	1	1.0261454582214355	2.881573438644409	5.188822984695435
future	4	22	1	2	0	6	11.031700134277344	7.557584762573242	-4.676011323928833
,	4	23	1	2	0	1	2.0411794185638428	7.107026100158691	0.4505586624145508
legend	4	24	1	2	0	6	9.937402725219727	8.019624710083008	-0.9125986099243164
,	4	25	1	2	0	1	1.0567736625671387	2.714881658554077	5.304743051528931
future	4	26	1	2	0	6	11.050443649291992	7.559492111206055	-4.8446104526519775
,	4	27	1	2	0	1	2.0827853679656982	7.166361331939697	0.3931307792663574
legend	4	28	1	2	0	6	9.973769187927246	7.957417964935303	-0.7910566329956055
.	4	29	1	2	0	1	6.2198591232299805	2.636103868484497	5.321314096450806
in	5	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	5	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	5	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	5	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	5	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	5	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	5	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	5	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	5	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	5	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
oven	5	10	1	2	0	4	24.83308219909668	2.237673282623291	2.099885940551758
,	5	11	1	2	0	1	3.2498714923858643	8.03024959564209	-5.792576313018799
patient	5	12	1	2	0	7	15.916614532470703	8.175137519836426	-0.14488792419433594
,	5	13	1	2	0	1	1.0761858224868774	4.658381462097168	3.516756057739258
oven	5	14	1	2	0	4	19.48055648803711	6.511468410491943	-1.8530869483947754
,	5	15	1	2	0	1	0.9212819337844849	4.749430179595947	1.762038230895996
patient	5	16	1	2	0	7	13.838074684143066	7.783073425292969	-3.0336432456970215
,	5	17	1	2	0	1	0.9995541572570801	4.607410430908203	3.1756629943847656
oven	5	18	1	2	0	4	19.0034122467041	6.550123691558838	-1.9427132606506348
,	5	19	1	2	0	1	0.9679576754570007	5.048372745513916	1.5017509460449219
patient	5	20	1	2	0	7	13.111734390258789	7.630028247833252	-2.581655502319336
,	5	21	1	2	0	1	0.9619459509849548	4.686916828155518	2.9431114196777344
oven	5	22	1	2	0	4	18.284595489501953	6.713359355926514	-2.026442527770996
,	5	23	1	2	0	1	0.9291581511497498	4.952327251434326	1.7610321044921875
patient	5	24	1	2	0	7	12.496179580688477	7.692433834075928	-2.7401065826416016
,	5	25	1	2	0	1	0.9529991745948792	4.723569393157959	2.9688644409179688
oven	5	26	1	2	0	4	17.598323822021484	7.0295329093933105	-2.3059635162353516
,	5	27	1	2	0	1	0.922092080116272	4.933464050292969	2.096068859100342
patient	5	28	1	2	0	7	12.060423851013184	7.843442916870117	-2.9099788665771484
.	5	29	1	2	0	1	9.750813484191895	4.79590368270874	3.047539234161377
in	6	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	6	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	6	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	6	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	6	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	6	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	6	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	6	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	6	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	6	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
village	6	10	1	2	0	7	19.485618591308594	2.237673282623291	2.099885940551758
,	6	11	1	2	0	1	3.431584358215332	7.322884559631348	-5.085211277008057
shipping	6	12	1	2	0	8	16.295581817626953	8.0785493850708	-0.7556648254394531
,	6	13	1	2	0	1	1.064889907836914	5.010489463806152	3.0680599212646484
village	6	14	1	2	0	7	14.458979606628418	7.440240383148193	-2.429750919342041
,	6	15	1	2	0	1	1.182978630065918	4.755682945251465	2.6845574378967285
shipping	6	16	1	2	0	8	12.79812240600586	7.974408149719238	-3.2187252044677734
,	6	17	1	2	0	1	0.6736966371536255	3.1276090145111084	4.84679913520813
village	6	18	1	2	0	7	13.145602226257324	7.409000873565674	-4.281391859054565
,	6	19	1	2	0	1	1.2059688568115234	4.9409332275390625	2.4680676460266113
shipping	6	20	1	2	0	8	10.717599868774414	7.997156620025635	-3.0562233924865723
,	6	21	1	2	0	1	0.6558248400688171	2.690005302429199	5.3071513175964355
village	6	22	1	2	0	7	12.666943550109863	7.478886127471924	-4.788880825042725
,	6	23	1	2	0	1	1.1670109033584595	4.570347309112549	2.908538818359375
shipping	6	24	1	2	0	8	9.881231307983398	7.7802324295043945	-3.2098851203918457
,	6	25	1	2	0	1	0.6797459721565247	2.577775478363037	5.202456951141357
village	6	26	1	2	0	7	12.572083473205566	7.342562675476074	-4.764787197113037
,	6	27	1	2	0	1	1.1687514781951904	4.353442668914795	2.9891200065612793
shipping	6	28	1	2	0	8	9.317821502685547	7.610759735107422	-3.257317066192627
.	6	29	1	2	0	1	8.658234596252441	2.5161027908325195	5.094656944274902
in	7	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	7	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	7	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	7	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	7	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	7	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	7	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	7	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	7	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	7	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
county	7	10	1	2	0	6	20.10371208190918	2.237673282623291	2.099885940551758
,	7	11	1	2	0	1	3.9485132694244385	8.056427001953125	-5.818753719329834
muscle	7	12	1	2	0	6	19.295364379882812	7.580504894256592	0.4759221076965332
,	7	13	1	2	0	1	1.3739204406738281	5.521054744720459	2.059450149536133
county	7	14	1	2	0	6	15.153277397155762	7.063401699066162	-1.5423469543457031
,	7	15	1	2	0	1	0.8601948022842407	3.6746692657470703	3.388732433319092
muscle	7	16	1	2	0	6	14.091976165771484	6.386341094970703	-2.711671829223633
,	7	17	1	2	0	1	0.6556507349014282	3.0457067489624023	3.340634346008301
county	7	18	1	2	0	6	16.64113426208496	6.7142109870910645	-3.668504238128662
,	7	19	1	2	0	1	0.8404375910758972	3.6966803073883057	3.017530679702759
muscle	7	20	1	2	0	6	12.796700477600098	6.484215259552002	-2.7875349521636963
,	7	21	1	2	0	1	0.549314558506012	2.5624313354492188	3.921783924102783
county	7	22	1	2	0	6	17.32270622253418	6.504255771636963	-3.941824436187744
,	7	23	1	2	0	1	0.7328263521194458	3.2818210124969482	3.2224347591400146
muscle	7	24	1	2	0	6	12.477363586425781	6.479855537414551	-3.1980345249176025
,	7	25	1	2	0	1	0.5222882032394409	2.4134714603424072	4.0663840770721436
county	7	26	1	2	0	6	17.62476921081543	6.558959484100342	-4.145488023757935
,	7	27	1	2	0	1	0.7014713287353516	3.142061471939087	3.416898012161255
muscle	7	28	1	2	0	6	12.216153144836426	6.598826885223389	-3.4567654132843018
.	7	29	1	2	0	1	7.611419200897217	2.2647082805633545	4.334118604660034
in	8	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	8	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	8	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	8	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	8	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	8	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	8	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	8	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	8	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	8	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
iron	8	10	1	2	0	4	16.7937068939209	2.237673282623291	2.099885940551758
,	8	11	1	2	0	1	3.785468816757202	7.303190231323242	-5.065516948699951
onion	8	12	1	2	0	5	15.096649169921875	8.320304870605469	-1.0171146392822266
,	8	13	1	2	0	1	1.050095558166504	4.937510967254639	3.38279390335083
iron	8	14	1	2	0	4	7.9138312339782715	5.92665958404541	-0.9891486167907715
,	8	15	1	2	0	1	1.4595348834991455	5.046596050262451	0.880063533782959
onion	8	16	1	2	0	5	10.82461929321289	6.352114677429199	-1.305518627166748
,	8	17	1	2	0	1	0.6805083751678467	3.1611075401306152	3.191007137298584
iron	8	18	1	2	0	4	8.056875228881836	5.808606147766113	-2.647498607635498
,	8	19	1	2	0	1	1.1816033124923706	4.318278789520264	1.4903273582458496
onion	8	20	1	2	0	5	9.890076637268066	6.182201385498047	-1.8639225959777832
,	8	21	1	2	0	1	0.5818332433700562	2.8565750122070312	3.3256263732910156
iron	8	22	1	2	0	4	7.8769636154174805	5.553607940673828	-2.697032928466797
,	8	23	1	2	0	1	1.0402567386627197	3.8729350566864014	1.6806728839874268
onion	8	24	1	2	0	5	9.367254257202148	6.228329658508301	-2.3553946018218994
,	8	25	1	2	0	1	0.5253192186355591	2.6001136302948	3.628216028213501
iron	8	26	1	2	0	4	7.676918029785156	5.47128963470459	-2.87117600440979
,	8	27	1	2	0	1	0.9908220767974854	3.678189754486084	1.7930998802185059
onion	8	28	1	2	0	5	8.998786926269531	6.320166110992432	-2.6419763565063477
.	8	29	1	2	0	1	10.953069686889648	2.4522788524627686	3.867887258529663
in	9	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	9	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	9	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	9	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	9	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	9	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	9	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	9	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	9	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	9	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
blanket	9	10	1	2	0	7	22.999412536621094	2.237673282623291	2.099885940551758
,	9	11	1	2	0	1	3.4463844299316406	8.315742492675781	-6.07806921005249
marriage	9	12	1	2	0	8	13.740715980529785	7.9570465087890625	0.35869598388671875
,	9	13	1	2	0	1	0.8959537744522095	3.929140329360962	4.027906179428101
blanket	9	14	1	2	0	7	16.589012145996094	7.121702671051025	-3.1925623416900635
,	9	15	1	2	0	1	1.235799789428711	5.459267616271973	1.6624350547790527
marriage	9	16	1	2	0	8	10.628047943115234	6.988729476928711	-1.5294618606567383
,	9	17	1	2	0	1	0.5289914011955261	2.2529709339141846	4.735758543014526
blanket	9	18	1	2	0	7	16.130577087402344	6.330113887786865	-4.077142953872681
,	9	19	1	2	0	1	1.503440260887146	6.408796787261963	-0.07868289947509766
marriage	9	20	1	2	0	8	9.979070663452148	7.099585056304932	-0.6907882690429688
,	9	21	1	2	0	1	0.4596792459487915	1.901935338973999	5.197649717330933
blanket	9	22	1	2	0	7	15.86266040802002	6.30834436416626	-4.406409025192261
,	9	23	1	2	0	1	1.5625083446502686	6.565799713134766	-0.25745534896850586
marriage	9	24	1	2	0	8	9.617268562316895	7.349703788757324	-0.7839040756225586
,	9	25	1	2	0	1	0.4635394513607025	1.8960001468658447	5.4537036418914795
blanket	9	26	1	2	0	7	15.671137809753418	6.523489952087402	-4.627489805221558
,	9	27	1	2	0	1	1.6364002227783203	6.696839332580566	-0.17334938049316406
marriage	9	28	1	2	0	8	9.293851852416992	7.573641777038574	-0.8768024444580078
.	9	29	1	2	0	1	8.202567100524902	1.91701340675354	5.656628370285034
in	10	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	10	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	10	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	10	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	10	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	10	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	10	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	10	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	10	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	10	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
summer	10	10	1	2	0	6	17.103307723999023	2.237673282623291	2.099885940551758
,	10	11	1	2	0	1	2.948329448699951	6.686647891998291	-4.448974609375
bottom	10	12	1	2	0	6	15.477533340454102	7.675452709197998	-0.988804817199707
,	10	13	1	2	0	1	2.7349555492401123	6.016160011291504	1.6592926979064941
summer	10	14	1	2	0	6	7.700117111206055	7.151404857635498	-1.1352448463439941
,	10	15	1	2	0	1	1.762723684310913	5.6402668952941895	1.5111379623413086
bottom	10	16	1	2	0	6	14.519247055053711	5.639734268188477	0.0005326271057128906
,	10	17	1	2	0	1	2.522216796875	5.624192237854004	0.015542030334472656
summer	10	18	1	2	0	6	7.213768482208252	6.879763603210449	-1.2555713653564453
,	10	19	1	2	0	1	1.705791711807251	5.458395957946777	1.4213676452636719
bottom	10	20	1	2	0	6	14.22733211517334	6.024033546447754	-0.5656375885009766
,	10	21	1	2	0	1	2.538527250289917	5.604245662689209	0.4197878837585449
summer	10	22	1	2	0	6	7.182993412017822	7.177970886230469	-1.5737252235412598
,	10	23	1	2	0	1	1.6455496549606323	5.3805365562438965	1.7974343299865723
bottom	10	24	1	2	0	6	13.985668182373047	6.5269060134887695	-1.146369457244873
,	10	25	1	2	0	1	2.546383857727051	5.745659351348877	0.7812466621398926
summer	10	26	1	2	0	6	6.814026832580566	7.495851993560791	-1.750192642211914
,	10	27	1	2	0	1	1.6238821744918823	5.412903308868408	2.082948684692383
bottom	10	28	1	2	0	6	13.762882232666016	6.713777542114258	-1.3008742332458496
.	10	29	1	2	0	1	4.3743414878845215	5.839719772338867	0.8740577697753906
in	11	0	0	2	0	2	5.5347185134887695	7.030012607574463	0.0
the	11	1	0	2	0	3	1.9602857828140259	3.8411402702331543	3.1888723373413086
newspaper	11	2	0	2	0	9	11.47335433959961	7.764246940612793	-3.9231066703796387
,	11	3	0	2	0	1	1.7755169868469238	5.869711399078369	1.8945355415344238
somebody	11	4	0	2	0	8	16.164867401123047	5.068793296813965	0.8009181022644043
wrote	11	5	0	2	0	5	8.46602725982666	7.503154277801514	-2.434360980987549
the	11	6	0	2	0	3	3.6970009803771973	5.672510147094727	1.830644130706787
following	11	7	0	2	0	9	8.149749755859375	8.363988876342773	-2.691478729248047
words	11	8	0	2	0	5	4.265489101409912	7.774806499481201	0.5891823768615723
:	11	9	0	2	0	1	2.832608938217163	4.337559223175049	3.4372472763061523
effort	11	10	1	2	0	6	22.9995174407959	2.237673282623291	2.099885940551758
,	11	11	1	2	0	1	2.358701467514038	5.376791477203369	-3.139118194580078
province	11	12	1	2	0	8	18.28534698486328	8.22905158996582	-2.852260112762451
,	11	13	1	2	0	1	1.3248382806777954	4.678094387054443	3.550957202911377
effort	11	14	1	2	0	6	15.393858909606934	6.220376968383789	-1.5422825813293457
,	11	15	1	2	0	1	1.020410180091858	3.4299161434173584	2.7904608249664307
province	11	16	1	2	0	8	16.703353881835938	7.574940204620361	-4.145024061203003
,	11	17	1	2	0	1	1.2283031940460205	4.5136260986328125	3.061314105987549
