word	sentid	corpuspos	markers	list_len	dist_len	wlen	surp	hs	dHs
,	2	15	1	2	0	1	0.5718374848365784	2.5696444511413574	5.090074062347412
belief	2	16	1	2	0	6	13.241074562072754	6.743298530578613	-4.173654079437256
,	2	17	1	2	0	1	1.1452211141586304	3.542104482650757	3.2011940479278564
paper	2	18	1	2	0	5	13.37741470336914	8.63315200805664	-5.091047525405884
,	2	19	1	2	0	1	0.5670844316482544	2.5747430324554443	6.058408975601196
belief	2	20	1	2	0	6	13.09372329711914	7.409255504608154	-4.83451247215271
,	2	21	1	2	0	1	1.0751075744628906	3.4842817783355713	3.924973726272583
paper	2	22	1	2	0	5	13.611547470092773	8.935635566711426	-5.4513537883758545
,	2	23	1	2	0	1	0.5277344584465027	2.456425666809082	6.479209899902344
belief	2	24	1	2	0	6	12.935284614562988	7.815131187438965	-5.358705520629883
,	2	25	1	2	0	1	1.0316027402877808	3.443575382232666	4.371555805206299
paper	2	26	1	2	0	5	13.741044998168945	9.113876342773438	-5.6703009605407715
,	2	27	1	2	0	1	0.5064799785614014	2.4094622135162354	6.704414129257202
belief	2	28	1	2	0	6	12.815099716186523	8.126937866210938	-5.717475652694702
.	2	29	1	2	0	1	6.046750545501709	3.411304473876953	4.715633392333984
in	3	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	3	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	3	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	3	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	3	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	3	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	3	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	3	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	3	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	3	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
cabin	3	10	1	2	0	5	19.74625587463379	2.718076705932617	1.2590551376342773
,	3	11	1	2	0	1	4.4633283615112305	9.260372161865234	-6.542295455932617
doorway	3	12	1	2	0	7	19.219900131225586	8.09922981262207	1.161142349243164
,	3	13	1	2	0	1	0.7511457204818726	2.8283331394195557	5.270896673202515
cabin	3	14	1	2	0	5	14.380608558654785	7.075094699859619	-4.2467615604400635
,	3	15	1	2	0	1	1.2444220781326294	5.819973945617676	1.2551207542419434
doorway	3	16	1	2	0	7	16.84586524963379	7.715590476989746	-1.8956165313720703
,	3	17	1	2	0	1	0.5554237365722656	2.1826272010803223	5.532963275909424
cabin	3	18	1	2	0	5	14.392949104309082	7.622734546661377	-5.440107345581055
,	3	19	1	2	0	1	1.7456021308898926	7.483715057373047	0.13901948928833008
doorway	3	20	1	2	0	7	15.451545715332031	8.769577980041504	-1.285862922668457
,	3	21	1	2	0	1	0.42631441354751587	1.8872185945510864	6.8823593854904175
cabin	3	22	1	2	0	5	14.430754661560059	7.967003345489502	-6.0797847509384155
,	3	23	1	2	0	1	1.6590732336044312	7.232173442840576	0.7348299026489258
doorway	3	24	1	2	0	7	14.827533721923828	8.94714069366455	-1.7149672508239746
,	3	25	1	2	0	1	0.3740151524543762	1.752813458442688	7.194327235221863
cabin	3	26	1	2	0	5	14.514204978942871	8.017218589782715	-6.264405131340027
,	3	27	1	2	0	1	1.6731038093566895	7.0709075927734375	0.9463109970092773
doorway	3	28	1	2	0	7	14.475760459899902	8.948450088500977	-1.877542495727539
.	3	29	1	2	0	1	6.897402286529541	1.6723222732543945	7.276127815246582
in	4	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	4	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	4	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	4	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	4	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	4	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	4	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	4	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	4	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	4	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
future	4	10	1	2	0	6	16.139320373535156	2.718076705932617	1.2590551376342773
,	4	11	1	2	0	1	4.6369829177856445	8.638182640075684	-5.920105934143066
legend	4	12	1	2	0	6	16.235546112060547	8.471454620361328	0.16672801971435547
,	4	13	1	2	0	1	0.9213889837265015	3.8534111976623535	4.618043422698975
future	4	14	1	2	0	6	11.619845390319824	7.057819843292236	-3.204408645629883
,	4	15	1	2	0	1	2.2706007957458496	7.996469497680664	-0.9386496543884277
legend	4	16	1	2	0	6	15.133871078491211	7.072724342346191	0.9237451553344727
,	4	17	1	2	0	1	1.2271912097930908	4.370398998260498	2.7023253440856934
future	4	18	1	2	0	6	11.734956741333008	7.453083038330078	-3.08268404006958
,	4	19	1	2	0	1	2.4214026927948	8.157963752746582	-0.7048807144165039
legend	4	20	1	2	0	6	15.235917091369629	7.17236328125	0.985600471496582
,	4	21	1	2	0	1	1.1900023221969604	4.25738000869751	2.9149832725524902
future	4	22	1	2	0	6	11.835254669189453	7.541411876678467	-3.284031867980957
,	4	23	1	2	0	1	2.370748281478882	8.155316352844238	-0.6139044761657715
legend	4	24	1	2	0	6	14.9493989944458	7.308933258056641	0.8463830947875977
,	4	25	1	2	0	1	1.1546549797058105	4.164625644683838	3.1443076133728027
future	4	26	1	2	0	6	11.844157218933105	7.7428879737854	-3.5782623291015625
,	4	27	1	2	0	1	2.339526414871216	8.17284870147705	-0.4299607276916504
legend	4	28	1	2	0	6	14.62324333190918	7.484282970428467	0.688565731048584
.	4	29	1	2	0	1	4.190258979797363	4.073756217956543	3.410526752471924
in	5	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	5	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	5	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	5	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	5	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	5	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	5	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	5	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	5	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	5	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
oven	5	10	1	2	0	4	23.175212860107422	2.718076705932617	1.2590551376342773
,	5	11	1	2	0	1	3.2546226978302	6.617074489593506	-3.8989977836608887
patient	5	12	1	2	0	7	15.828200340270996	8.022126197814941	-1.4050517082214355
,	5	13	1	2	0	1	0.9799737334251404	4.431035041809082	3.5910911560058594
oven	5	14	1	2	0	4	16.612377166748047	7.2628092765808105	-2.8317742347717285
,	5	15	1	2	0	1	0.45937296748161316	2.219517469406128	5.043291807174683
patient	5	16	1	2	0	7	15.863186836242676	7.252742767333984	-5.0332252979278564
,	5	17	1	2	0	1	1.076115608215332	5.2322678565979	2.020474910736084
oven	5	18	1	2	0	4	15.933979034423828	7.969889163970947	-2.737621307373047
,	5	19	1	2	0	1	0.3515016436576843	1.9849961996078491	5.984892964363098
patient	5	20	1	2	0	7	15.087383270263672	7.593653202056885	-5.608657002449036
,	5	21	1	2	0	1	0.8789835572242737	4.542754650115967	3.050898551940918
oven	5	22	1	2	0	4	15.704551696777344	8.006378173828125	-3.463623523712158
,	5	23	1	2	0	1	0.31269949674606323	1.8500137329101562	6.156364440917969
patient	5	24	1	2	0	7	14.448054313659668	7.737800598144531	-5.887786865234375
,	5	25	1	2	0	1	0.8094949722290039	4.280300617218018	3.4574999809265137
oven	5	26	1	2	0	4	15.568257331848145	8.04042911529541	-3.7601284980773926
,	5	27	1	2	0	1	0.3000850975513458	1.819549798965454	6.220879316329956
patient	5	28	1	2	0	7	13.931957244873047	7.792510032653809	-5.9729602336883545
.	5	29	1	2	0	1	5.42918586730957	4.175117492675781	3.6173925399780273
in	6	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	6	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	6	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	6	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	6	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	6	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	6	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	6	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	6	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	6	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
village	6	10	1	2	0	7	16.525924682617188	2.718076705932617	1.2590551376342773
,	6	11	1	2	0	1	3.054074764251709	7.365022659301758	-4.646945953369141
shipping	6	12	1	2	0	8	14.524406433105469	8.591856956481934	-1.2268342971801758
,	6	13	1	2	0	1	1.2831882238388062	5.122991561889648	3.468865394592285
village	6	14	1	2	0	7	10.057188034057617	7.587075710296631	-2.4640841484069824
,	6	15	1	2	0	1	0.8400304913520813	3.826277017593384	3.760798692703247
shipping	6	16	1	2	0	8	12.675092697143555	7.164165496826172	-3.337888479232788
,	6	17	1	2	0	1	0.761812150478363	3.2657530307769775	3.8984124660491943
village	6	18	1	2	0	7	9.560138702392578	8.114664077758789	-4.8489110469818115
,	6	19	1	2	0	1	0.8384981155395508	3.891465663909912	4.223198413848877
shipping	6	20	1	2	0	8	11.806282997131348	7.346826553344727	-3.4553608894348145
,	6	21	1	2	0	1	0.6374117136001587	2.759152889251709	4.587673664093018
village	6	22	1	2	0	7	9.66071891784668	8.189924240112305	-5.430771350860596
,	6	23	1	2	0	1	0.7527626156806946	3.544478416442871	4.645445823669434
shipping	6	24	1	2	0	8	11.271537780761719	7.435806751251221	-3.8913283348083496
,	6	25	1	2	0	1	0.5666347742080688	2.483289957046509	4.952516794204712
village	6	26	1	2	0	7	9.821925163269043	8.189844131469727	-5.706554174423218
,	6	27	1	2	0	1	0.7085720300674438	3.373392343521118	4.816451787948608
shipping	6	28	1	2	0	8	10.943607330322266	7.530426979064941	-4.157034635543823
.	6	29	1	2	0	1	7.557092189788818	2.3280086517333984	5.202418327331543
in	7	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	7	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	7	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	7	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	7	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	7	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	7	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	7	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	7	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	7	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
county	7	10	1	2	0	6	17.10556411743164	2.718076705932617	1.2590551376342773
,	7	11	1	2	0	1	3.870959997177124	6.935964107513428	-4.2178874015808105
muscle	7	12	1	2	0	6	16.40431022644043	7.404250144958496	-0.46828603744506836
,	7	13	1	2	0	1	1.2549519538879395	5.169093132019043	2.235157012939453
county	7	14	1	2	0	6	13.882830619812012	6.914658069610596	-1.7455649375915527
,	7	15	1	2	0	1	0.5784581303596497	3.0209035873413086	3.893754482269287
muscle	7	16	1	2	0	6	12.877418518066406	5.222832679748535	-2.2019290924072266
,	7	17	1	2	0	1	0.8479201197624207	4.014517307281494	1.208315372467041
county	7	18	1	2	0	6	15.175640106201172	7.712363243103027	-3.697845935821533
,	7	19	1	2	0	1	0.5626444220542908	3.0956649780273438	4.616698265075684
muscle	7	20	1	2	0	6	11.294316291809082	6.389394283294678	-3.293729305267334
,	7	21	1	2	0	1	0.759579598903656	3.7038867473602295	2.6855075359344482
county	7	22	1	2	0	6	15.481695175170898	7.980174541473389	-4.276287794113159
,	7	23	1	2	0	1	0.5302066206932068	2.970264434814453	5.0099101066589355
muscle	7	24	1	2	0	6	10.546062469482422	6.868259429931641	-3.8979949951171875
,	7	25	1	2	0	1	0.7070963978767395	3.4516043663024902	3.4166550636291504
county	7	26	1	2	0	6	15.278467178344727	8.052759170532227	-4.601154804229736
,	7	27	1	2	0	1	0.5101584792137146	2.8827898502349854	5.169969320297241
muscle	7	28	1	2	0	6	10.197793960571289	7.053614616394043	-4.170824766159058
.	7	29	1	2	0	1	8.755979537963867	3.2042717933654785	3.8493428230285645
in	8	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	8	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	8	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	8	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	8	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	8	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	8	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	8	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	8	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	8	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
iron	8	10	1	2	0	4	16.144668579101562	2.718076705932617	1.2590551376342773
,	8	11	1	2	0	1	3.622934341430664	6.747440814971924	-4.029364109039307
onion	8	12	1	2	0	5	13.212947845458984	7.454885959625244	-0.7074451446533203
,	8	13	1	2	0	1	0.6236570477485657	1.6972575187683105	5.757628440856934
iron	8	14	1	2	0	4	7.4408488273620605	7.145411491394043	-5.448153972625732
,	8	15	1	2	0	1	1.0411972999572754	3.3774144649505615	3.7679970264434814
onion	8	16	1	2	0	5	8.814103126525879	7.753294944763184	-4.375880479812622
,	8	17	1	2	0	1	0.4608219563961029	1.4428471326828003	6.310447812080383
iron	8	18	1	2	0	4	7.892388343811035	7.171823978424072	-5.728976845741272
,	8	19	1	2	0	1	0.892097532749176	2.9617111682891846	4.210112810134888
onion	8	20	1	2	0	5	8.10452651977539	7.807441234588623	-4.8457300662994385
,	8	21	1	2	0	1	0.42057397961616516	1.3226042985916138	6.484836935997009
iron	8	22	1	2	0	4	8.18152141571045	7.146054744720459	-5.823450446128845
,	8	23	1	2	0	1	0.7741949558258057	2.661072015762329	4.48498272895813
onion	8	24	1	2	0	5	7.8502349853515625	7.713589191436768	-5.0525171756744385
,	8	25	1	2	0	1	0.39534011483192444	1.2573055028915405	6.456283688545227
iron	8	26	1	2	0	4	8.401867866516113	7.0244293212890625	-5.767123818397522
,	8	27	1	2	0	1	0.677006721496582	2.406369924545288	4.618059396743774
onion	8	28	1	2	0	5	7.775027275085449	7.577508926391602	-5.1711390018463135
.	8	29	1	2	0	1	9.46205997467041	1.2073838710784912	6.37012505531311
in	9	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	9	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	9	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	9	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	9	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	9	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	9	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	9	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	9	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	9	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
blanket	9	10	1	2	0	7	21.966838836669922	2.718076705932617	1.2590551376342773
,	9	11	1	2	0	1	3.3715672492980957	6.923542022705078	-4.205465316772461
marriage	9	12	1	2	0	8	15.05711841583252	7.520606517791748	-0.5970644950866699
,	9	13	1	2	0	1	0.6950901746749878	2.9062154293060303	4.614391088485718
blanket	9	14	1	2	0	7	16.43609619140625	6.1564788818359375	-3.2502634525299072
,	9	15	1	2	0	1	0.8334837555885315	4.181430816650391	1.9750480651855469
marriage	9	16	1	2	0	8	12.31236743927002	6.84065055847168	-2.659219741821289
,	9	17	1	2	0	1	0.5731676816940308	2.5443673133850098	4.29628324508667
blanket	9	18	1	2	0	7	15.367350578308105	7.226937294006348	-4.682569980621338
,	9	19	1	2	0	1	1.112038493156433	5.396788597106934	1.830148696899414
marriage	9	20	1	2	0	8	11.333331108093262	7.5835771560668945	-2.186788558959961
,	9	21	1	2	0	1	0.5153263807296753	2.3438382148742676	5.239738941192627
blanket	9	22	1	2	0	7	15.033231735229492	7.664424896240234	-5.320586681365967
,	9	23	1	2	0	1	0.9927892088890076	5.0098090171813965	2.654615879058838
marriage	9	24	1	2	0	8	10.632781982421875	7.733310699462891	-2.723501682281494
,	9	25	1	2	0	1	0.5032562017440796	2.294063091278076	5.4392476081848145
blanket	9	26	1	2	0	7	14.929271697998047	7.90412712097168	-5.6100640296936035
,	9	27	1	2	0	1	1.005006194114685	5.070365905761719	2.833761215209961
marriage	9	28	1	2	0	8	10.077858924865723	7.911670207977295	-2.841304302215576
.	9	29	1	2	0	1	8.403681755065918	2.2761151790618896	5.635555028915405
in	10	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	10	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	10	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	10	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	10	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	10	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	10	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	10	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	10	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	10	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
summer	10	10	1	2	0	6	15.152685165405273	2.718076705932617	1.2590551376342773
,	10	11	1	2	0	1	3.946763277053833	7.1906304359436035	-4.472553730010986
bottom	10	12	1	2	0	6	14.411921501159668	7.514142036437988	-0.32351160049438477
,	10	13	1	2	0	1	1.4079341888427734	4.116023540496826	3.398118495941162
summer	10	14	1	2	0	6	9.869094848632812	6.211694240570068	-2.095670700073242
,	10	15	1	2	0	1	1.3063507080078125	5.319161415100098	0.8925328254699707
bottom	10	16	1	2	0	6	11.619592666625977	5.815585136413574	-0.49642372131347656
,	10	17	1	2	0	1	1.399395227432251	4.4145121574401855	1.4010729789733887
summer	10	18	1	2	0	6	8.798970222473145	6.305563449859619	-1.8910512924194336
,	10	19	1	2	0	1	1.794474720954895	6.24634313583374	0.059220314025878906
bottom	10	20	1	2	0	6	11.609949111938477	6.089874267578125	0.15646886825561523
,	10	21	1	2	0	1	1.4269291162490845	4.535006046295166	1.554868221282959
summer	10	22	1	2	0	6	8.113876342773438	6.648918151855469	-2.1139121055603027
,	10	23	1	2	0	1	2.1244475841522217	6.4916090965271	0.15730905532836914
bottom	10	24	1	2	0	6	11.695588111877441	6.141871452331543	0.34973764419555664
,	10	25	1	2	0	1	1.3861536979675293	4.55963659286499	1.5822348594665527
summer	10	26	1	2	0	6	7.682222843170166	6.898190975189209	-2.3385543823242188
,	10	27	1	2	0	1	2.300644636154175	6.431754112243652	0.46643686294555664
bottom	10	28	1	2	0	6	11.798675537109375	6.081177711486816	0.35057640075683594
.	10	29	1	2	0	1	6.72592830657959	4.53333044052124	1.5478472709655762
in	11	0	0	2	0	2	4.79677152633667	6.5332417488098145	0.0
the	11	1	0	2	0	3	1.9902441501617432	3.7717363834381104	2.761505365371704
newspaper	11	2	0	2	0	9	11.433998107910156	7.638533115386963	-3.8667967319488525
,	11	3	0	2	0	1	2.3529775142669678	6.238657474517822	1.3998756408691406
somebody	11	4	0	2	0	8	17.40663719177246	4.3492608070373535	1.8893966674804688
wrote	11	5	0	2	0	5	6.853398323059082	8.046598434448242	-3.6973376274108887
the	11	6	0	2	0	3	3.534341812133789	5.278502941131592	2.7680954933166504
following	11	7	0	2	0	9	7.785698413848877	8.798158645629883	-3.519655704498291
words	11	8	0	2	0	5	6.62675142288208	8.160663604736328	0.6374950408935547
:	11	9	0	2	0	1	1.5954397916793823	3.9771318435668945	4.183531761169434
effort	11	10	1	2	0	6	20.30475425720215	2.718076705932617	1.2590551376342773
,	11	11	1	2	0	1	3.245823383331299	5.94031286239624	-3.222236156463623
province	11	12	1	2	0	8	17.60040855407715	9.196290969848633	-3.2559781074523926
,	11	13	1	2	0	1	0.9525855779647827	3.8373072147369385	5.358983755111694
effort	11	14	1	2	0	6	14.4852933883667	7.37404727935791	-3.5367400646209717
,	11	15	1	2	0	1	0.5614460706710815	2.223616600036621	5.150430679321289
province	11	16	1	2	0	8	17.717493057250977	7.597326278686523	-5.373709678649902
