word	sentid	corpuspos	markers	list_len	dist_len	wlen	surp	hs	dHs
belief	2	28	1	2	0	6	12.292530059814453	7.2261152267456055	-5.232280850410461
.	2	29	1	2	0	1	5.6901960372924805	3.070375442504883	4.155739784240723
in	3	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	3	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	3	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	3	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	3	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	3	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	3	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	3	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	3	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	3	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
cabin	3	10	1	2	0	5	20.713592529296875	2.4914677143096924	1.7060415744781494
,	3	11	1	2	0	1	4.608164310455322	8.11794662475586	-5.626478910446167
doorway	3	12	1	2	0	7	20.05733299255371	8.870344161987305	-0.7523975372314453
,	3	13	1	2	0	1	0.45933541655540466	2.0206048488616943	6.84973931312561
cabin	3	14	1	2	0	5	13.12160587310791	7.086150169372559	-5.065545320510864
,	3	15	1	2	0	1	0.8681597709655762	4.404858112335205	2.6812920570373535
doorway	3	16	1	2	0	7	16.55738067626953	7.706552028656006	-3.301693916320801
,	3	17	1	2	0	1	0.40045902132987976	1.870298981666565	5.836253046989441
cabin	3	18	1	2	0	5	12.077439308166504	7.641998291015625	-5.77169930934906
,	3	19	1	2	0	1	0.8762467503547668	4.486029624938965	3.15596866607666
doorway	3	20	1	2	0	7	15.105266571044922	7.992894172668457	-3.506864547729492
,	3	21	1	2	0	1	0.399973064661026	1.936601996421814	6.056292176246643
cabin	3	22	1	2	0	5	11.567330360412598	7.896677494049072	-5.960075497627258
,	3	23	1	2	0	1	0.825205385684967	4.293928146362305	3.6027493476867676
doorway	3	24	1	2	0	7	14.382903099060059	8.141469955444336	-3.8475418090820312
,	3	25	1	2	0	1	0.4085373282432556	2.0126852989196777	6.128784656524658
cabin	3	26	1	2	0	5	11.370473861694336	8.016974449157715	-6.004289150238037
,	3	27	1	2	0	1	0.8087375164031982	4.225128173828125	3.79184627532959
doorway	3	28	1	2	0	7	13.9432373046875	8.222861289978027	-3.9977331161499023
.	3	29	1	2	0	1	7.818621635437012	2.072265148162842	6.1505961418151855
in	4	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	4	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	4	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	4	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	4	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	4	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	4	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	4	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	4	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	4	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
future	4	10	1	2	0	6	17.085142135620117	2.4914677143096924	1.7060415744781494
,	4	11	1	2	0	1	4.329771995544434	9.434558868408203	-6.943091154098511
legend	4	12	1	2	0	6	13.452089309692383	8.439273834228516	0.9952850341796875
,	4	13	1	2	0	1	1.132139801979065	3.670619487762451	4.7686543464660645
future	4	14	1	2	0	6	13.089895248413086	7.8224992752075195	-4.151879787445068
,	4	15	1	2	0	1	0.8310815095901489	4.878040790557861	2.944458484649658
legend	4	16	1	2	0	6	11.500205039978027	7.652424335479736	-2.774383544921875
,	4	17	1	2	0	1	0.8940469026565552	2.569110155105591	5.0833141803741455
future	4	18	1	2	0	6	13.295004844665527	6.7382893562316895	-4.169179201126099
,	4	19	1	2	0	1	0.841017484664917	4.831431865692139	1.9068574905395508
legend	4	20	1	2	0	6	10.656442642211914	7.718073844909668	-2.8866419792175293
,	4	21	1	2	0	1	1.0242382287979126	2.71570086479187	5.002372980117798
future	4	22	1	2	0	6	13.148930549621582	6.962576389312744	-4.246875524520874
,	4	23	1	2	0	1	0.9187555313110352	5.080107688903809	1.8824687004089355
legend	4	24	1	2	0	6	10.303698539733887	7.921716213226318	-2.8416085243225098
,	4	25	1	2	0	1	1.104212999343872	2.83320951461792	5.088506698608398
future	4	26	1	2	0	6	12.974212646484375	7.100898742675781	-4.267689228057861
,	4	27	1	2	0	1	0.9863661527633667	5.2430009841918945	1.8578977584838867
legend	4	28	1	2	0	6	10.260575294494629	7.958869934082031	-2.7158689498901367
.	4	29	1	2	0	1	5.783396244049072	2.9175949096679688	5.0412750244140625
in	5	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	5	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	5	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	5	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	5	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	5	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	5	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	5	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	5	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	5	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
oven	5	10	1	2	0	4	24.48938751220703	2.4914677143096924	1.7060415744781494
,	5	11	1	2	0	1	3.870976448059082	7.924036026000977	-5.432568311691284
patient	5	12	1	2	0	7	16.863117218017578	8.814785957336426	-0.8907499313354492
,	5	13	1	2	0	1	1.4768160581588745	6.398303508758545	2.416482448577881
oven	5	14	1	2	0	4	15.187020301818848	7.142499923706055	-0.7441964149475098
,	5	15	1	2	0	1	0.647400438785553	2.9915976524353027	4.150902271270752
patient	5	16	1	2	0	7	16.799495697021484	6.555051326751709	-3.5634536743164062
,	5	17	1	2	0	1	1.326442003250122	5.520989418029785	1.0340619087219238
oven	5	18	1	2	0	4	13.500494956970215	7.773412227630615	-2.25242280960083
,	5	19	1	2	0	1	0.6656224131584167	3.1111559867858887	4.662256240844727
patient	5	20	1	2	0	7	16.296541213989258	6.826399326324463	-3.715243339538574
,	5	21	1	2	0	1	1.5844850540161133	6.151456832885742	0.6749424934387207
oven	5	22	1	2	0	4	12.605103492736816	7.929860591888428	-1.7784037590026855
,	5	23	1	2	0	1	0.6874033212661743	3.206264019012451	4.723596572875977
patient	5	24	1	2	0	7	15.92459774017334	6.9967122077941895	-3.7904481887817383
,	5	25	1	2	0	1	1.66635000705719	6.3714070320129395	0.62530517578125
oven	5	26	1	2	0	4	12.025988578796387	8.029325485229492	-1.6579184532165527
,	5	27	1	2	0	1	0.6848182678222656	3.2194151878356934	4.809910297393799
patient	5	28	1	2	0	7	15.678792953491211	7.071870803833008	-3.8524556159973145
.	5	29	1	2	0	1	8.224945068359375	6.541404724121094	0.5304660797119141
in	6	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	6	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	6	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	6	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	6	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	6	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	6	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	6	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	6	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	6	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
village	6	10	1	2	0	7	21.51047706604004	2.4914677143096924	1.7060415744781494
,	6	11	1	2	0	1	5.398441314697266	8.565075874328613	-6.073608160018921
shipping	6	12	1	2	0	8	15.056490898132324	8.843460083007812	-0.2783842086791992
,	6	13	1	2	0	1	0.4850853681564331	2.2391562461853027	6.60430383682251
village	6	14	1	2	0	7	14.186590194702148	5.9689507484436035	-3.729794502258301
,	6	15	1	2	0	1	2.630455732345581	8.121952056884766	-2.153001308441162
shipping	6	16	1	2	0	8	11.765271186828613	6.902153491973877	1.2197985649108887
,	6	17	1	2	0	1	0.2386452704668045	1.078171968460083	5.823981523513794
village	6	18	1	2	0	7	13.654013633728027	5.383923530578613	-4.30575156211853
,	6	19	1	2	0	1	3.052999973297119	8.440309524536133	-3.0563859939575195
shipping	6	20	1	2	0	8	10.72705364227295	7.078972339630127	1.3613371849060059
,	6	21	1	2	0	1	0.2217322438955307	0.9925376772880554	6.0864346623420715
village	6	22	1	2	0	7	13.69056510925293	5.640931606292725	-4.648393929004669
,	6	23	1	2	0	1	3.1215643882751465	8.495645523071289	-2.8547139167785645
shipping	6	24	1	2	0	8	10.243978500366211	7.220275402069092	1.2753701210021973
,	6	25	1	2	0	1	0.219120055437088	0.9866764545440674	6.233598947525024
village	6	26	1	2	0	7	13.768046379089355	5.90628719329834	-4.9196107387542725
,	6	27	1	2	0	1	3.167745590209961	8.524038314819336	-2.617751121520996
shipping	6	28	1	2	0	8	10.01423168182373	7.376011848449707	1.148026466369629
.	6	29	1	2	0	1	9.889724731445312	1.0339874029159546	6.342024445533752
in	7	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	7	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	7	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	7	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	7	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	7	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	7	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	7	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	7	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	7	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
county	7	10	1	2	0	6	20.098873138427734	2.4914677143096924	1.7060415744781494
,	7	11	1	2	0	1	4.30739164352417	8.5595064163208	-6.068038702011108
muscle	7	12	1	2	0	6	18.002580642700195	7.6388750076293945	0.9206314086914062
,	7	13	1	2	0	1	1.232390284538269	5.345188140869141	2.293686866760254
county	7	14	1	2	0	6	16.525146484375	8.1193265914917	-2.7741384506225586
,	7	15	1	2	0	1	0.5790386199951172	3.0198938846588135	5.099432706832886
muscle	7	16	1	2	0	6	12.795341491699219	7.222945213317871	-4.203051328659058
,	7	17	1	2	0	1	0.616967499256134	3.0835978984832764	4.139347314834595
county	7	18	1	2	0	6	18.075572967529297	8.231605529785156	-5.14800763130188
,	7	19	1	2	0	1	0.7711495161056519	3.9623615741729736	4.269243955612183
muscle	7	20	1	2	0	6	12.261055946350098	8.12890625	-4.166544675827026
,	7	21	1	2	0	1	0.5990476012229919	3.0503170490264893	5.078589200973511
county	7	22	1	2	0	6	18.82931900024414	8.736572265625	-5.686255216598511
,	7	23	1	2	0	1	0.9102154970169067	4.615909576416016	4.120662689208984
muscle	7	24	1	2	0	6	12.1580228805542	8.638383865356445	-4.02247428894043
,	7	25	1	2	0	1	0.6512681841850281	3.341550350189209	5.296833515167236
county	7	26	1	2	0	6	19.237293243408203	9.009245872497559	-5.66769552230835
,	7	27	1	2	0	1	1.0213685035705566	5.087490558624268	3.921755313873291
muscle	7	28	1	2	0	6	12.177760124206543	8.911033630371094	-3.823543071746826
.	7	29	1	2	0	1	8.125494956970215	3.700204610824585	5.210829019546509
in	8	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	8	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	8	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	8	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	8	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	8	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	8	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	8	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	8	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	8	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
iron	8	10	1	2	0	4	17.454437255859375	2.4914677143096924	1.7060415744781494
,	8	11	1	2	0	1	3.5659282207489014	7.6301589012146	-5.138691186904907
onion	8	12	1	2	0	5	14.481451034545898	8.91323471069336	-1.2830758094787598
,	8	13	1	2	0	1	0.6149258017539978	3.0445668697357178	5.868667840957642
iron	8	14	1	2	0	4	7.747643947601318	6.79463005065918	-3.750063180923462
,	8	15	1	2	0	1	0.645343542098999	2.8827900886535645	3.9118399620056152
onion	8	16	1	2	0	5	12.147762298583984	6.363081455230713	-3.4802913665771484
,	8	17	1	2	0	1	0.40279829502105713	1.9627413749694824	4.4003400802612305
iron	8	18	1	2	0	4	6.970293045043945	6.187498092651367	-4.224756717681885
,	8	19	1	2	0	1	0.6415027379989624	2.939643383026123	3.247854709625244
onion	8	20	1	2	0	5	11.479907035827637	6.408284664154053	-3.4686412811279297
,	8	21	1	2	0	1	0.39165541529655457	1.8967092037200928	4.51157546043396
iron	8	22	1	2	0	4	6.517829895019531	6.120367527008057	-4.223658323287964
,	8	23	1	2	0	1	0.6250132918357849	2.87467360496521	3.2456939220428467
onion	8	24	1	2	0	5	11.123641014099121	6.519486427307129	-3.644812822341919
,	8	25	1	2	0	1	0.38353410363197327	1.8643980026245117	4.655088424682617
iron	8	26	1	2	0	4	6.066387176513672	6.3329644203186035	-4.468566417694092
,	8	27	1	2	0	1	0.6259360909461975	2.88342547416687	3.4495389461517334
onion	8	28	1	2	0	5	10.977205276489258	6.642776012420654	-3.759350538253784
.	8	29	1	2	0	1	10.73241901397705	1.8260997533798218	4.8166762590408325
in	9	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	9	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	9	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	9	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	9	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	9	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	9	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	9	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	9	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	9	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
blanket	9	10	1	2	0	7	21.158798217773438	2.4914677143096924	1.7060415744781494
,	9	11	1	2	0	1	3.8655693531036377	8.39069938659668	-5.899231672286987
marriage	9	12	1	2	0	8	11.005182266235352	9.149808883666992	-0.7591094970703125
,	9	13	1	2	0	1	0.5697909593582153	2.558133840560913	6.591675043106079
blanket	9	14	1	2	0	7	16.03608512878418	7.112445831298828	-4.554311990737915
,	9	15	1	2	0	1	1.8221495151519775	7.123421669006348	-0.010975837707519531
marriage	9	16	1	2	0	8	9.127992630004883	8.090959548950195	-0.9675378799438477
,	9	17	1	2	0	1	0.38699981570243835	1.6360247135162354	6.45493483543396
blanket	9	18	1	2	0	7	15.22157096862793	7.735480308532715	-6.0994555950164795
,	9	19	1	2	0	1	2.088160753250122	7.740976810455322	-0.005496501922607422
marriage	9	20	1	2	0	8	8.26743221282959	8.51512622833252	-0.7741494178771973
,	9	21	1	2	0	1	0.36947861313819885	1.6045714616775513	6.910554766654968
blanket	9	22	1	2	0	7	15.079358100891113	8.098899841308594	-6.4943283796310425
,	9	23	1	2	0	1	2.1268129348754883	7.831272602081299	0.2676272392272949
marriage	9	24	1	2	0	8	7.680604934692383	8.791097640991211	-0.9598250389099121
,	9	25	1	2	0	1	0.36934933066368103	1.6417384147644043	7.149359226226807
blanket	9	26	1	2	0	7	15.140861511230469	8.339759826660156	-6.698021411895752
,	9	27	1	2	0	1	2.1656641960144043	7.90071439743042	0.43904542922973633
marriage	9	28	1	2	0	8	7.243007183074951	8.979032516479492	-1.0783181190490723
.	9	29	1	2	0	1	7.9763336181640625	1.6936033964157104	7.285429120063782
in	10	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	10	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	10	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	10	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	10	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	10	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	10	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	10	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	10	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	10	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
summer	10	10	1	2	0	6	17.33802032470703	2.4914677143096924	1.7060415744781494
,	10	11	1	2	0	1	3.891267776489258	8.093384742736816	-5.601917028427124
bottom	10	12	1	2	0	6	14.2704439163208	8.38701057434082	-0.2936258316040039
,	10	13	1	2	0	1	1.271553874015808	4.298061847686768	4.088948726654053
summer	10	14	1	2	0	6	7.305300712585449	7.478461265563965	-3.1803994178771973
,	10	15	1	2	0	1	0.3246895670890808	1.6815338134765625	5.796927452087402
bottom	10	16	1	2	0	6	14.04563045501709	6.325472354888916	-4.6439385414123535
,	10	17	1	2	0	1	0.9126344919204712	3.6886544227600098	2.6368179321289062
summer	10	18	1	2	0	6	6.446588039398193	6.472198963165283	-2.7835445404052734
,	10	19	1	2	0	1	0.2720980942249298	1.4674618244171143	5.004737138748169
bottom	10	20	1	2	0	6	13.49805736541748	6.635324001312256	-5.167862176895142
,	10	21	1	2	0	1	0.868307888507843	3.6378324031829834	2.9974915981292725
summer	10	22	1	2	0	6	5.511844635009766	7.06184720993042	-3.4240148067474365
,	10	23	1	2	0	1	0.27001550793647766	1.4933708906173706	5.568476319313049
bottom	10	24	1	2	0	6	13.11575698852539	6.983559608459473	-5.490188717842102
,	10	25	1	2	0	1	0.8691878318786621	3.683481454849243	3.3000781536102295
summer	10	26	1	2	0	6	4.915406703948975	7.379878044128418	-3.696396589279175
,	10	27	1	2	0	1	0.27756765484809875	1.5778919458389282	5.80198609828949
bottom	10	28	1	2	0	6	12.959053993225098	7.062051296234131	-5.484159350395203
.	10	29	1	2	0	1	6.9271721839904785	3.807218074798584	3.254833221435547
in	11	0	0	2	0	2	5.094230651855469	7.3336076736450195	0.0
the	11	1	0	2	0	3	2.0670247077941895	4.259023189544678	3.074584484100342
newspaper	11	2	0	2	0	9	12.38499641418457	7.928836822509766	-3.669813632965088
,	11	3	0	2	0	1	2.1938140392303467	5.577699661254883	2.351137161254883
somebody	11	4	0	2	0	8	18.579099655151367	5.506710052490234	0.07098960876464844
wrote	11	5	0	2	0	5	7.278550148010254	7.391408443450928	-1.8846983909606934
the	11	6	0	2	0	3	3.3690693378448486	5.132508277893066	2.2589001655578613
following	11	7	0	2	0	9	8.502403259277344	8.24102783203125	-3.1085195541381836
words	11	8	0	2	0	5	7.571703910827637	7.431082248687744	0.8099455833435059
:	11	9	0	2	0	1	2.1100521087646484	4.197509288787842	3.2335729598999023
effort	11	10	1	2	0	6	20.94097328186035	2.4914677143096924	1.7060415744781494
,	11	11	1	2	0	1	4.902825832366943	5.7691121101379395	-3.277644395828247
province	11	12	1	2	0	8	18.96432876586914	8.95031452178955	-3.1812024116516113
,	11	13	1	2	0	1	1.6185969114303589	5.526299953460693	3.4240145683288574
effort	11	14	1	2	0	6	13.945136070251465	6.731841087341309	-1.2055411338806152
,	11	15	1	2	0	1	0.6904816627502441	2.6717123985290527	4.060128688812256
province	11	16	1	2	0	8	17.01940155029297	6.537246227264404	-3.8655338287353516
,	11	17	1	2	0	1	1.3389544486999512	4.733767986297607	1.8034782409667969
