,token,trialID,positionID,surp,ispunct,prefix,prompt,list_len,stimID,second_list
35, When,2,15,3.5194456577301025,False,1,1,3,1,permute
36, she,2,16,0.5536893010139465,False,1,1,3,1,permute
37, got,2,17,2.3443996906280518,False,1,1,3,1,permute
38, back,2,18,1.1438651084899902,False,1,1,3,1,permute
39,",",2,19,1.3865394592285156,True,1,1,3,1,permute
40, she,2,20,0.2962605357170105,False,1,1,3,1,permute
41, read,2,21,4.121031761169434,False,1,1,3,1,permute
42, the,2,22,1.3914602994918823,False,1,1,3,1,permute
43, list,2,23,1.1836796998977661,False,1,1,3,1,permute
44, again,2,24,1.8902798891067505,False,1,1,3,1,permute
45,:,2,25,2.863426446914673,True,1,1,3,1,permute
46, music,3,0,6.0685014724731445,False,1,1,3,1,permute
47,",",3,1,0.3206247091293335,True,1,1,3,1,permute
48, apple,3,2,3.147233247756958,False,1,1,3,1,permute
49,",",3,3,0.1670883297920227,True,1,1,3,1,permute
50, spirit,3,4,0.4802262485027313,False,1,1,3,1,permute
51,.,3,5,1.9044864177703857,True,1,1,3,1,permute
52, ,3,6,6.95186710357666,False,1,1,3,1,permute
53,<|endoftext|>,3,7,7.309126377105713,False,1,1,3,1,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,2,permute
1, Before,0,1,12.528436660766602,False,1,1,3,2,permute
2, the,0,2,2.472673177719116,False,1,1,3,2,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,2,permute
4,",",0,4,0.9914438128471375,True,1,1,3,2,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,2,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,2,permute
7, down,0,7,4.496498107910156,False,1,1,3,2,permute
8, the,0,8,1.237207055091858,False,1,1,3,2,permute
9, following,0,9,4.111498832702637,False,1,1,3,2,permute
10, list,0,10,4.367360591888428,False,1,1,3,2,permute
11, of,0,11,0.1937805414199829,False,1,1,3,2,permute
12, words,0,12,5.889763355255127,False,1,1,3,2,permute
13,:,0,13,1.3915445804595947,True,1,1,3,2,permute
14, forest,1,0,12.703496932983398,False,1,1,3,2,permute
15,",",1,1,0.6536688208580017,True,1,1,3,2,permute
16, ste,1,2,7.6681060791015625,False,1,1,3,2,permute
17,amer,1,3,4.2089643478393555,False,1,1,3,2,permute
18,",",1,4,0.08106701821088791,True,1,1,3,2,permute
19, mixture,1,5,11.795127868652344,False,1,1,3,2,permute
20,.,1,6,4.5869855880737305,True,1,1,3,2,permute
21,After,2,0,10.974790573120117,False,1,1,3,2,permute
22, the,2,1,1.078492522239685,False,1,1,3,2,permute
23, meeting,2,2,0.10265624523162842,False,1,1,3,2,permute
24,",",2,3,0.1109880656003952,True,1,1,3,2,permute
25, she,2,4,2.411207437515259,False,1,1,3,2,permute
26, took,2,5,3.8748745918273926,False,1,1,3,2,permute
27, a,2,6,1.4486961364746094,False,1,1,3,2,permute
28, break,2,7,3.0746335983276367,False,1,1,3,2,permute
29, and,2,8,1.784090518951416,False,1,1,3,2,permute
30, had,2,9,5.030403137207031,False,1,1,3,2,permute
31, a,2,10,0.7731537222862244,False,1,1,3,2,permute
32, cup,2,11,2.6687076091766357,False,1,1,3,2,permute
33, of,2,12,0.014138531871140003,False,1,1,3,2,permute
34, coffee,2,13,0.7008810639381409,False,1,1,3,2,permute
35,.,2,14,0.7440310120582581,True,1,1,3,2,permute
36, When,2,15,3.6813817024230957,False,1,1,3,2,permute
37, she,2,16,0.5408556461334229,False,1,1,3,2,permute
38, got,2,17,2.376821994781494,False,1,1,3,2,permute
39, back,2,18,1.0967165231704712,False,1,1,3,2,permute
40,",",2,19,1.3847968578338623,True,1,1,3,2,permute
41, she,2,20,0.3034980893135071,False,1,1,3,2,permute
42, read,2,21,4.203764915466309,False,1,1,3,2,permute
43, the,2,22,1.4058927297592163,False,1,1,3,2,permute
44, list,2,23,1.3222843408584595,False,1,1,3,2,permute
45, again,2,24,1.707301139831543,False,1,1,3,2,permute
46,:,2,25,2.792705774307251,True,1,1,3,2,permute
47, mixture,3,0,7.078736782073975,False,1,1,3,2,permute
48,",",3,1,0.5193108320236206,True,1,1,3,2,permute
49, forest,3,2,3.4572324752807617,False,1,1,3,2,permute
50,",",3,3,0.13722462952136993,True,1,1,3,2,permute
51, ste,3,4,0.5889155864715576,False,1,1,3,2,permute
52,amer,3,5,0.01967766508460045,False,1,1,3,2,permute
53,.,3,6,1.384408712387085,True,1,1,3,2,permute
54, ,3,7,7.04620361328125,False,1,1,3,2,permute
55,<|endoftext|>,3,8,8.516361236572266,False,1,1,3,2,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,3,permute
1, Before,0,1,12.528436660766602,False,1,1,3,3,permute
2, the,0,2,2.472673177719116,False,1,1,3,3,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,3,permute
4,",",0,4,0.9914438128471375,True,1,1,3,3,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,3,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,3,permute
7, down,0,7,4.496498107910156,False,1,1,3,3,permute
8, the,0,8,1.237207055091858,False,1,1,3,3,permute
9, following,0,9,4.111498832702637,False,1,1,3,3,permute
10, list,0,10,4.367360591888428,False,1,1,3,3,permute
11, of,0,11,0.1937805414199829,False,1,1,3,3,permute
12, words,0,12,5.889763355255127,False,1,1,3,3,permute
13,:,0,13,1.3915445804595947,True,1,1,3,3,permute
14, cherry,1,0,12.394590377807617,False,1,1,3,3,permute
15,",",1,1,1.0560883283615112,True,1,1,3,3,permute
16, mistress,1,2,10.509333610534668,False,1,1,3,3,permute
17,",",1,3,0.3105485141277313,True,1,1,3,3,permute
18, or,1,4,5.848200798034668,False,1,1,3,3,permute
19,chard,1,5,6.35892915725708,False,1,1,3,3,permute
20,.,1,6,2.4893245697021484,True,1,1,3,3,permute
21,After,2,0,10.99260425567627,False,1,1,3,3,permute
22, the,2,1,1.0906931161880493,False,1,1,3,3,permute
23, meeting,2,2,0.11375360190868378,False,1,1,3,3,permute
24,",",2,3,0.16213394701480865,True,1,1,3,3,permute
25, she,2,4,2.3447928428649902,False,1,1,3,3,permute
26, took,2,5,3.732585906982422,False,1,1,3,3,permute
27, a,2,6,1.56617271900177,False,1,1,3,3,permute
28, break,2,7,3.673499345779419,False,1,1,3,3,permute
29, and,2,8,1.829200029373169,False,1,1,3,3,permute
30, had,2,9,4.908478736877441,False,1,1,3,3,permute
31, a,2,10,0.8130275011062622,False,1,1,3,3,permute
32, cup,2,11,2.56319260597229,False,1,1,3,3,permute
33, of,2,12,0.018096577376127243,False,1,1,3,3,permute
34, coffee,2,13,0.9066812992095947,False,1,1,3,3,permute
35,.,2,14,0.7432873249053955,True,1,1,3,3,permute
36, When,2,15,3.3268189430236816,False,1,1,3,3,permute
37, she,2,16,0.5784885287284851,False,1,1,3,3,permute
38, got,2,17,2.4241316318511963,False,1,1,3,3,permute
39, back,2,18,1.1264411211013794,False,1,1,3,3,permute
40,",",2,19,1.3394439220428467,True,1,1,3,3,permute
41, she,2,20,0.3142509162425995,False,1,1,3,3,permute
42, read,2,21,4.283020973205566,False,1,1,3,3,permute
43, the,2,22,1.3413137197494507,False,1,1,3,3,permute
44, list,2,23,1.2911262512207031,False,1,1,3,3,permute
45, again,2,24,1.8775310516357422,False,1,1,3,3,permute
46,:,2,25,2.980703830718994,True,1,1,3,3,permute
47, or,3,0,6.75506067276001,False,1,1,3,3,permute
48,chard,3,1,0.07185229659080505,False,1,1,3,3,permute
49,",",3,2,0.36565467715263367,True,1,1,3,3,permute
50, cherry,3,3,4.00532341003418,False,1,1,3,3,permute
51,",",3,4,0.12207425385713577,True,1,1,3,3,permute
52, mistress,3,5,1.562096118927002,False,1,1,3,3,permute
53,.,3,6,2.439296007156372,True,1,1,3,3,permute
54, ,3,7,7.299574851989746,False,1,1,3,3,permute
55,<|endoftext|>,3,8,8.355417251586914,False,1,1,3,3,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,4,permute
1, Before,0,1,12.528436660766602,False,1,1,3,4,permute
2, the,0,2,2.472673177719116,False,1,1,3,4,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,4,permute
4,",",0,4,0.9914438128471375,True,1,1,3,4,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,4,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,4,permute
7, down,0,7,4.496498107910156,False,1,1,3,4,permute
8, the,0,8,1.237207055091858,False,1,1,3,4,permute
9, following,0,9,4.111498832702637,False,1,1,3,4,permute
10, list,0,10,4.367360591888428,False,1,1,3,4,permute
11, of,0,11,0.1937805414199829,False,1,1,3,4,permute
12, words,0,12,5.889763355255127,False,1,1,3,4,permute
13,:,0,13,1.3915445804595947,True,1,1,3,4,permute
14, b,1,0,8.536462783813477,False,1,1,3,4,permute
15,erry,1,1,6.425922393798828,False,1,1,3,4,permute
16,",",1,2,0.7648285031318665,True,1,1,3,4,permute
17, soldier,1,3,10.13267993927002,False,1,1,3,4,permute
18,",",1,4,0.34375232458114624,True,1,1,3,4,permute
19, double,1,5,8.527353286743164,False,1,1,3,4,permute
20,.,1,6,4.901477813720703,True,1,1,3,4,permute
21,After,2,0,11.016021728515625,False,1,1,3,4,permute
22, the,2,1,1.084899663925171,False,1,1,3,4,permute
23, meeting,2,2,0.106181301176548,False,1,1,3,4,permute
24,",",2,3,0.08045695722103119,True,1,1,3,4,permute
25, she,2,4,2.6064810752868652,False,1,1,3,4,permute
26, took,2,5,3.9450674057006836,False,1,1,3,4,permute
27, a,2,6,1.4693512916564941,False,1,1,3,4,permute
28, break,2,7,3.0079128742218018,False,1,1,3,4,permute
29, and,2,8,1.7333831787109375,False,1,1,3,4,permute
30, had,2,9,4.943201065063477,False,1,1,3,4,permute
31, a,2,10,0.7898076772689819,False,1,1,3,4,permute
32, cup,2,11,2.556976795196533,False,1,1,3,4,permute
33, of,2,12,0.01541626825928688,False,1,1,3,4,permute
34, coffee,2,13,0.6892746090888977,False,1,1,3,4,permute
35,.,2,14,0.7743673324584961,True,1,1,3,4,permute
36, When,2,15,3.4871373176574707,False,1,1,3,4,permute
37, she,2,16,0.5382517576217651,False,1,1,3,4,permute
38, got,2,17,2.2649459838867188,False,1,1,3,4,permute
39, back,2,18,1.1030023097991943,False,1,1,3,4,permute
40,",",2,19,1.338606357574463,True,1,1,3,4,permute
41, she,2,20,0.31210145354270935,False,1,1,3,4,permute
42, read,2,21,4.123437881469727,False,1,1,3,4,permute
43, the,2,22,1.3880352973937988,False,1,1,3,4,permute
44, list,2,23,1.3823620080947876,False,1,1,3,4,permute
45, again,2,24,1.7146083116531372,False,1,1,3,4,permute
46,:,2,25,2.706089496612549,True,1,1,3,4,permute
47, b,3,0,1.616171956062317,False,1,1,3,4,permute
48,erry,3,1,0.022684136405587196,False,1,1,3,4,permute
49,",",3,2,0.10378153622150421,True,1,1,3,4,permute
50, soldier,3,3,0.5823765993118286,False,1,1,3,4,permute
51,",",3,4,0.08188936859369278,True,1,1,3,4,permute
52, double,3,5,0.1897776871919632,False,1,1,3,4,permute
53,.,3,6,0.12606100738048553,True,1,1,3,4,permute
54, ,3,7,7.040779113769531,False,1,1,3,4,permute
55,<|endoftext|>,3,8,7.818163871765137,False,1,1,3,4,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,5,permute
1, Before,0,1,12.528436660766602,False,1,1,3,5,permute
2, the,0,2,2.472673177719116,False,1,1,3,5,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,5,permute
4,",",0,4,0.9914438128471375,True,1,1,3,5,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,5,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,5,permute
7, down,0,7,4.496498107910156,False,1,1,3,5,permute
8, the,0,8,1.237207055091858,False,1,1,3,5,permute
9, following,0,9,4.111498832702637,False,1,1,3,5,permute
10, list,0,10,4.367360591888428,False,1,1,3,5,permute
11, of,0,11,0.1937805414199829,False,1,1,3,5,permute
12, words,0,12,5.889763355255127,False,1,1,3,5,permute
13,:,0,13,1.3915445804595947,True,1,1,3,5,permute
14, project,1,0,11.787351608276367,False,1,1,3,5,permute
15,",",1,1,1.2262762784957886,True,1,1,3,5,permute
16, colour,1,2,10.151777267456055,False,1,1,3,5,permute
17,",",1,3,0.14124679565429688,True,1,1,3,5,permute
18, treasure,1,4,9.689817428588867,False,1,1,3,5,permute
19,.,1,5,3.1462533473968506,True,1,1,3,5,permute
20,After,2,0,10.455000877380371,False,1,1,3,5,permute
21, the,2,1,0.988839864730835,False,1,1,3,5,permute
22, meeting,2,2,0.08713313192129135,False,1,1,3,5,permute
23,",",2,3,0.1032208800315857,True,1,1,3,5,permute
24, she,2,4,2.104522466659546,False,1,1,3,5,permute
25, took,2,5,3.8678674697875977,False,1,1,3,5,permute
26, a,2,6,1.477856159210205,False,1,1,3,5,permute
27, break,2,7,2.8936808109283447,False,1,1,3,5,permute
28, and,2,8,1.7926864624023438,False,1,1,3,5,permute
29, had,2,9,4.953056335449219,False,1,1,3,5,permute
30, a,2,10,0.7655454874038696,False,1,1,3,5,permute
31, cup,2,11,2.726759672164917,False,1,1,3,5,permute
32, of,2,12,0.012052449397742748,False,1,1,3,5,permute
33, coffee,2,13,0.8084232211112976,False,1,1,3,5,permute
34,.,2,14,0.7565616965293884,True,1,1,3,5,permute
35, When,2,15,3.8720059394836426,False,1,1,3,5,permute
36, she,2,16,0.5349947810173035,False,1,1,3,5,permute
37, got,2,17,2.4106197357177734,False,1,1,3,5,permute
38, back,2,18,1.1881966590881348,False,1,1,3,5,permute
39,",",2,19,1.378739595413208,True,1,1,3,5,permute
40, she,2,20,0.317700058221817,False,1,1,3,5,permute
41, read,2,21,4.145920753479004,False,1,1,3,5,permute
42, the,2,22,1.4724138975143433,False,1,1,3,5,permute
43, list,2,23,1.2958717346191406,False,1,1,3,5,permute
44, again,2,24,1.8139503002166748,False,1,1,3,5,permute
45,:,2,25,2.939391851425171,True,1,1,3,5,permute
46, treasure,3,0,7.835662364959717,False,1,1,3,5,permute
47,",",3,1,0.2888280749320984,True,1,1,3,5,permute
48, project,3,2,2.2567977905273438,False,1,1,3,5,permute
49,",",3,3,0.09194827079772949,True,1,1,3,5,permute
50, colour,3,4,0.7548695802688599,False,1,1,3,5,permute
51,.,3,5,1.8320016860961914,True,1,1,3,5,permute
52, ,3,6,7.361676216125488,False,1,1,3,5,permute
53,<|endoftext|>,3,7,8.906927108764648,False,1,1,3,5,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,6,permute
1, Before,0,1,12.528436660766602,False,1,1,3,6,permute
2, the,0,2,2.472673177719116,False,1,1,3,6,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,6,permute
4,",",0,4,0.9914438128471375,True,1,1,3,6,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,6,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,6,permute
7, down,0,7,4.496498107910156,False,1,1,3,6,permute
8, the,0,8,1.237207055091858,False,1,1,3,6,permute
9, following,0,9,4.111498832702637,False,1,1,3,6,permute
10, list,0,10,4.367360591888428,False,1,1,3,6,permute
11, of,0,11,0.1937805414199829,False,1,1,3,6,permute
12, words,0,12,5.889763355255127,False,1,1,3,6,permute
13,:,0,13,1.3915445804595947,True,1,1,3,6,permute
14, leather,1,0,13.632913589477539,False,1,1,3,6,permute
15,",",1,1,0.7788641452789307,True,1,1,3,6,permute
16, belief,1,2,10.665098190307617,False,1,1,3,6,permute
17,",",1,3,0.40631750226020813,True,1,1,3,6,permute
18, basin,1,4,13.187161445617676,False,1,1,3,6,permute
19,.,1,5,3.2292566299438477,True,1,1,3,6,permute
20,After,2,0,10.666850090026855,False,1,1,3,6,permute
21, the,2,1,1.0953561067581177,False,1,1,3,6,permute
22, meeting,2,2,0.11566745489835739,False,1,1,3,6,permute
23,",",2,3,0.13656730949878693,True,1,1,3,6,permute
24, she,2,4,2.3563637733459473,False,1,1,3,6,permute
25, took,2,5,3.7083635330200195,False,1,1,3,6,permute
26, a,2,6,1.4936634302139282,False,1,1,3,6,permute
27, break,2,7,3.2324531078338623,False,1,1,3,6,permute
28, and,2,8,1.747532844543457,False,1,1,3,6,permute
29, had,2,9,5.031184196472168,False,1,1,3,6,permute
30, a,2,10,0.7925546765327454,False,1,1,3,6,permute
31, cup,2,11,2.5649659633636475,False,1,1,3,6,permute
32, of,2,12,0.01750015653669834,False,1,1,3,6,permute
33, coffee,2,13,0.7443816065788269,False,1,1,3,6,permute
34,.,2,14,0.6996700763702393,True,1,1,3,6,permute
35, When,2,15,3.582890033721924,False,1,1,3,6,permute
36, she,2,16,0.5370272397994995,False,1,1,3,6,permute
37, got,2,17,2.417400598526001,False,1,1,3,6,permute
38, back,2,18,1.0837254524230957,False,1,1,3,6,permute
39,",",2,19,1.427813172340393,True,1,1,3,6,permute
40, she,2,20,0.3005906939506531,False,1,1,3,6,permute
41, read,2,21,4.226669788360596,False,1,1,3,6,permute
42, the,2,22,1.3591760396957397,False,1,1,3,6,permute
43, list,2,23,1.2994405031204224,False,1,1,3,6,permute
44, again,2,24,1.9361621141433716,False,1,1,3,6,permute
45,:,2,25,2.8122711181640625,True,1,1,3,6,permute
46, belief,3,0,6.430051326751709,False,1,1,3,6,permute
47,",",3,1,0.234563946723938,True,1,1,3,6,permute
48, basin,3,2,1.0881364345550537,False,1,1,3,6,permute
49,",",3,3,0.7650372385978699,True,1,1,3,6,permute
50, leather,3,4,3.7110228538513184,False,1,1,3,6,permute
51,.,3,5,1.20430326461792,True,1,1,3,6,permute
52, ,3,6,7.307736396789551,False,1,1,3,6,permute
53,<|endoftext|>,3,7,8.417648315429688,False,1,1,3,6,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,7,permute
1, Before,0,1,12.528436660766602,False,1,1,3,7,permute
2, the,0,2,2.472673177719116,False,1,1,3,7,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,7,permute
4,",",0,4,0.9914438128471375,True,1,1,3,7,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,7,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,7,permute
7, down,0,7,4.496498107910156,False,1,1,3,7,permute
8, the,0,8,1.237207055091858,False,1,1,3,7,permute
9, following,0,9,4.111498832702637,False,1,1,3,7,permute
10, list,0,10,4.367360591888428,False,1,1,3,7,permute
11, of,0,11,0.1937805414199829,False,1,1,3,7,permute
12, words,0,12,5.889763355255127,False,1,1,3,7,permute
13,:,0,13,1.3915445804595947,True,1,1,3,7,permute
14, moment,1,0,11.427240371704102,False,1,1,3,7,permute
15,",",1,1,1.1925143003463745,True,1,1,3,7,permute
16, ocean,1,2,9.406055450439453,False,1,1,3,7,permute
17,",",1,3,0.1659415364265442,True,1,1,3,7,permute
18, rabbit,1,4,8.650909423828125,False,1,1,3,7,permute
19,.,1,5,3.269972085952759,True,1,1,3,7,permute
20,After,2,0,10.34943962097168,False,1,1,3,7,permute
21, the,2,1,1.1889255046844482,False,1,1,3,7,permute
22, meeting,2,2,0.11641208827495575,False,1,1,3,7,permute
23,",",2,3,0.103884257376194,True,1,1,3,7,permute
24, she,2,4,2.1814723014831543,False,1,1,3,7,permute
25, took,2,5,3.7642741203308105,False,1,1,3,7,permute
26, a,2,6,1.3249459266662598,False,1,1,3,7,permute
27, break,2,7,2.8245058059692383,False,1,1,3,7,permute
28, and,2,8,1.7348058223724365,False,1,1,3,7,permute
29, had,2,9,4.929659843444824,False,1,1,3,7,permute
30, a,2,10,0.6963129043579102,False,1,1,3,7,permute
31, cup,2,11,2.8043315410614014,False,1,1,3,7,permute
32, of,2,12,0.011460070498287678,False,1,1,3,7,permute
33, coffee,2,13,0.5892443656921387,False,1,1,3,7,permute
34,.,2,14,0.7236751317977905,True,1,1,3,7,permute
35, When,2,15,3.6371207237243652,False,1,1,3,7,permute
36, she,2,16,0.5441127419471741,False,1,1,3,7,permute
37, got,2,17,2.304152488708496,False,1,1,3,7,permute
38, back,2,18,1.1152352094650269,False,1,1,3,7,permute
39,",",2,19,1.4323904514312744,True,1,1,3,7,permute
40, she,2,20,0.2921980321407318,False,1,1,3,7,permute
41, read,2,21,4.251376152038574,False,1,1,3,7,permute
42, the,2,22,1.4193581342697144,False,1,1,3,7,permute
43, list,2,23,1.4148975610733032,False,1,1,3,7,permute
44, again,2,24,1.7465825080871582,False,1,1,3,7,permute
45,:,2,25,2.7863097190856934,True,1,1,3,7,permute
46, moment,3,0,1.204047679901123,False,1,1,3,7,permute
47,",",3,1,0.04530131071805954,True,1,1,3,7,permute
48, rabbit,3,2,3.467299699783325,False,1,1,3,7,permute
49,",",3,3,1.1419110298156738,True,1,1,3,7,permute
50, ocean,3,4,2.6162281036376953,False,1,1,3,7,permute
51,.,3,5,1.5612900257110596,True,1,1,3,7,permute
52, ,3,6,7.544149398803711,False,1,1,3,7,permute
53,<|endoftext|>,3,7,7.519262313842773,False,1,1,3,7,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,8,permute
1, Before,0,1,12.528436660766602,False,1,1,3,8,permute
2, the,0,2,2.472673177719116,False,1,1,3,8,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,8,permute
4,",",0,4,0.9914438128471375,True,1,1,3,8,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,8,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,8,permute
7, down,0,7,4.496498107910156,False,1,1,3,8,permute
8, the,0,8,1.237207055091858,False,1,1,3,8,permute
9, following,0,9,4.111498832702637,False,1,1,3,8,permute
10, list,0,10,4.367360591888428,False,1,1,3,8,permute
11, of,0,11,0.1937805414199829,False,1,1,3,8,permute
12, words,0,12,5.889763355255127,False,1,1,3,8,permute
13,:,0,13,1.3915445804595947,True,1,1,3,8,permute
14, palace,1,0,13.813318252563477,False,1,1,3,8,permute
15,",",1,1,0.7668155431747437,True,1,1,3,8,permute
16, dragon,1,2,8.054481506347656,False,1,1,3,8,permute
17,",",1,3,0.3111267387866974,True,1,1,3,8,permute
18, array,1,4,10.568330764770508,False,1,1,3,8,permute
19,.,1,5,4.102649211883545,True,1,1,3,8,permute
20,After,2,0,10.70617961883545,False,1,1,3,8,permute
21, the,2,1,1.0510934591293335,False,1,1,3,8,permute
22, meeting,2,2,0.1287117600440979,False,1,1,3,8,permute
23,",",2,3,0.10447804629802704,True,1,1,3,8,permute
24, she,2,4,2.416809558868408,False,1,1,3,8,permute
25, took,2,5,3.86934232711792,False,1,1,3,8,permute
26, a,2,6,1.5214378833770752,False,1,1,3,8,permute
27, break,2,7,3.5772883892059326,False,1,1,3,8,permute
28, and,2,8,1.7955875396728516,False,1,1,3,8,permute
29, had,2,9,5.092863082885742,False,1,1,3,8,permute
30, a,2,10,0.7894929051399231,False,1,1,3,8,permute
31, cup,2,11,2.5338568687438965,False,1,1,3,8,permute
32, of,2,12,0.02164643071591854,False,1,1,3,8,permute
33, coffee,2,13,1.2207117080688477,False,1,1,3,8,permute
34,.,2,14,0.7282038331031799,True,1,1,3,8,permute
35, When,2,15,3.5428993701934814,False,1,1,3,8,permute
36, she,2,16,0.500309407711029,False,1,1,3,8,permute
37, got,2,17,2.524068593978882,False,1,1,3,8,permute
38, back,2,18,1.2286529541015625,False,1,1,3,8,permute
39,",",2,19,1.2178354263305664,True,1,1,3,8,permute
40, she,2,20,0.3134482204914093,False,1,1,3,8,permute
41, read,2,21,4.384582042694092,False,1,1,3,8,permute
42, the,2,22,1.3476473093032837,False,1,1,3,8,permute
43, list,2,23,1.2483665943145752,False,1,1,3,8,permute
44, again,2,24,1.9045476913452148,False,1,1,3,8,permute
45,:,2,25,2.8868541717529297,True,1,1,3,8,permute
46, dragon,3,0,4.431747913360596,False,1,1,3,8,permute
47,",",3,1,0.11862646788358688,True,1,1,3,8,permute
48, array,3,2,1.695198655128479,False,1,1,3,8,permute
49,",",3,3,0.6680328845977783,True,1,1,3,8,permute
50, palace,3,4,2.226530075073242,False,1,1,3,8,permute
51,.,3,5,1.2320339679718018,True,1,1,3,8,permute
52, ,3,6,7.113551616668701,False,1,1,3,8,permute
53,<|endoftext|>,3,7,8.275339126586914,False,1,1,3,8,permute
0,<|endoftext|>,0,0,nan,False,1,1,3,9,permute
1, Before,0,1,12.528436660766602,False,1,1,3,9,permute
2, the,0,2,2.472673177719116,False,1,1,3,9,permute
3, meeting,0,3,6.759090423583984,False,1,1,3,9,permute
4,",",0,4,0.9914438128471375,True,1,1,3,9,permute
5, Mary,0,5,8.550331115722656,False,1,1,3,9,permute
6, wrote,0,6,6.019670009613037,False,1,1,3,9,permute
7, down,0,7,4.496498107910156,False,1,1,3,9,permute
8, the,0,8,1.237207055091858,False,1,1,3,9,permute
9, following,0,9,4.111498832702637,False,1,1,3,9,permute
10, list,0,10,4.367360591888428,False,1,1,3,9,permute
11, of,0,11,0.1937805414199829,False,1,1,3,9,permute
12, words,0,12,5.889763355255127,False,1,1,3,9,permute
13,:,0,13,1.3915445804595947,True,1,1,3,9,permute
14, genius,1,0,12.485910415649414,False,1,1,3,9,permute
15,",",1,1,0.3495531976222992,True,1,1,3,9,permute
16, talent,1,2,5.233877182006836,False,1,1,3,9,permute
17,",",1,3,0.06014003977179527,True,1,1,3,9,permute
18, detail,1,4,8.8012113571167,False,1,1,3,9,permute
19,.,1,5,3.2502481937408447,True,1,1,3,9,permute
20,After,2,0,11.87423324584961,False,1,1,3,9,permute
21, the,2,1,1.1632580757141113,False,1,1,3,9,permute
22, meeting,2,2,0.08730629831552505,False,1,1,3,9,permute
23,",",2,3,0.13109800219535828,True,1,1,3,9,permute
24, she,2,4,2.15720272064209,False,1,1,3,9,permute
